266.150000	 0.451077	
266.579719	 0.451711	
267.009438	 0.452344	
267.439157	 0.452975	
267.868876	 0.453604	
268.298594	 0.454232	
268.728313	 0.454858	
269.158032	 0.455482	
269.587751	 0.456104	
270.017470	 0.456725	
270.447189	 0.457344	
270.876908	 0.457961	
271.306627	 0.458577	
271.736345	 0.459191	
272.166064	 0.459803	
272.595783	 0.460414	
273.025502	 0.461023	
273.455221	 0.461630	
273.884940	 0.462235	
274.314659	 0.462839	
274.744378	 0.463441	
275.174096	 0.464041	
275.603815	 0.464640	
276.033534	 0.465237	
276.463253	 0.465832	
276.892972	 0.466425	
277.322691	 0.467017	
277.752410	 0.467607	
278.182129	 0.468195	
278.611847	 0.468782	
279.041566	 0.469366	
279.471285	 0.469950	
279.901004	 0.470531	
280.330723	 0.471111	
280.760442	 0.471689	
281.190161	 0.472265	
281.619880	 0.472839	
282.049598	 0.473412	
282.479317	 0.473983	
282.909036	 0.474552	
283.338755	 0.475120	
283.768474	 0.475685	
284.198193	 0.476249	
284.627912	 0.476812	
285.057631	 0.477372	
285.487349	 0.477931	
285.917068	 0.478488	
286.346787	 0.479044	
286.776506	 0.479597	
287.206225	 0.480149	
287.635944	 0.480699	
288.065663	 0.481248	
288.495382	 0.481794	
288.925100	 0.482339	
289.354819	 0.482882	
289.784538	 0.483424	
290.214257	 0.483963	
290.643976	 0.484501	
291.073695	 0.485037	
291.503414	 0.485572	
291.933133	 0.486104	
292.362851	 0.486635	
292.792570	 0.487164	
293.222289	 0.487692	
293.652008	 0.488217	
294.081727	 0.488741	
294.511446	 0.489263	
294.941165	 0.489784	
295.370884	 0.490302	
295.800602	 0.490819	
296.230321	 0.491334	
296.660040	 0.491847	
297.089759	 0.492359	
297.519478	 0.492869	
297.949197	 0.493376	
298.378916	 0.493883	
298.808635	 0.494387	
299.238353	 0.494890	
299.668072	 0.495391	
300.097791	 0.495890	
300.527510	 0.496387	
300.957229	 0.496883	
301.386948	 0.497376	
301.816667	 0.497868	
302.246386	 0.498359	
302.676104	 0.498847	
303.105823	 0.499334	
303.535542	 0.499819	
303.965261	 0.500302	
304.394980	 0.500783	
304.824699	 0.501262	
305.254418	 0.501740	
305.684137	 0.502216	
306.113855	 0.502690	
306.543574	 0.503163	
306.973293	 0.503633	
307.403012	 0.504102	
307.832731	 0.504569	
308.262450	 0.505034	
308.692169	 0.505498	
309.121888	 0.505959	
309.551606	 0.506419	
309.981325	 0.506877	
310.411044	 0.507334	
310.840763	 0.507788	
311.270482	 0.508241	
311.700201	 0.508692	
312.129920	 0.509141	
312.559639	 0.509588	
312.989357	 0.510033	
313.419076	 0.510477	
313.848795	 0.510919	
314.278514	 0.511359	
314.708233	 0.511797	
315.137952	 0.512234	
315.567671	 0.512668	
315.997390	 0.513101	
316.427108	 0.513532	
316.856827	 0.513961	
317.286546	 0.514389	
317.716265	 0.514814	
318.145984	 0.515238	
318.575703	 0.515660	
319.005422	 0.516080	
319.435141	 0.516498	
319.864859	 0.516915	
320.294578	 0.517329	
320.724297	 0.517742	
321.154016	 0.518153	
321.583735	 0.518563	
322.013454	 0.518970	
322.443173	 0.519376	
322.872892	 0.519779	
323.302610	 0.520181	
323.732329	 0.520582	
324.162048	 0.520980	
324.591767	 0.521376	
325.021486	 0.521771	
325.451205	 0.522164	
325.880924	 0.522555	
326.310643	 0.522944	
326.740361	 0.523331	
327.170080	 0.523717	
327.599799	 0.524100	
328.029518	 0.524482	
328.459237	 0.524862	
328.888956	 0.525241	
329.318675	 0.525617	
329.748394	 0.525991	
330.178112	 0.526364	
330.607831	 0.526735	
331.037550	 0.527104	
331.467269	 0.527471	
331.896988	 0.527836	
332.326707	 0.528200	
332.756426	 0.528561	
333.186145	 0.528921	
333.615863	 0.529279	
334.045582	 0.529635	
334.475301	 0.529990	
334.905020	 0.530342	
335.334739	 0.530693	
335.764458	 0.531041	
336.194177	 0.531388	
336.623896	 0.531733	
337.053614	 0.532077	
337.483333	 0.532418	
337.913052	 0.532757	
338.342771	 0.533095	
338.772490	 0.533431	
339.202209	 0.533765	
339.631928	 0.534097	
340.061647	 0.534427	
340.491365	 0.534755	
340.921084	 0.535082	
341.350803	 0.535407	
